series_id,model,mae,smape
M39695,lstm_standard,287.678780,3.690804
M26684,lstm_standard,650.742595,11.855944
M32983,lstm_standard,40.934113,3.742714
M34628,lstm_standard,2161.526348,30.651833
M24410,lstm_standard,127.477740,3.156432
M10445,lstm_standard,33.896146,3.257434
M27785,lstm_standard,1795.182711,13.194596
M16157,lstm_standard,308.491688,22.183405
M27832,lstm_standard,703.359857,21.447371
M45377,lstm_standard,260.691004,12.447368
M26001,lstm_standard,215.937004,4.485703
M40961,lstm_standard,5784.175676,42.536768
M5,lstm_standard,57.780078,1.323787
M6840,lstm_standard,1349.324130,17.982221
M36792,lstm_standard,551.032606,20.663868
M27368,lstm_standard,2540.802344,13.851452
M11193,lstm_standard,52.179729,1.118994
M44275,lstm_standard,83.868124,38.804853
M27721,lstm_standard,10.481236,0.793602
M46313,lstm_standard,343.497180,5.516949
M40266,lstm_standard,1395.522160,16.152551
M19269,lstm_standard,622.496483,40.442378
M39188,lstm_standard,131.296621,5.591831
M40717,lstm_standard,4664.495529,29.300732
M9061,lstm_standard,1832.039372,62.448354
M37631,lstm_standard,1512.643307,15.909279
M14400,lstm_standard,2681.234956,21.019294
M43093,lstm_standard,32.013752,1.834335
M45915,lstm_standard,181.692115,10.569381
M10391,lstm_standard,520.345758,14.545893
M2477,lstm_standard,289.756179,5.211521
M41747,lstm_standard,533.970444,20.286192
M7569,lstm_standard,281.808561,15.986253
M45430,lstm_standard,500.492359,15.560432
M10158,lstm_standard,65.412707,3.746380
M24801,lstm_standard,170.963970,6.347096
M44781,lstm_standard,2372.645234,20.058652
M854,lstm_standard,358.258125,8.458463
M43251,lstm_standard,95.008858,9.111252
M12609,lstm_standard,102.540259,3.027613
M986,lstm_standard,144.992176,6.583064
M26132,lstm_standard,60.309459,4.251963
M39259,lstm_standard,978.121232,11.364972
M18286,lstm_standard,608.153702,16.656469
M24589,lstm_standard,103.683501,3.097005
M2711,lstm_standard,1068.590733,11.147938
M28213,lstm_standard,155.266209,1.568505
M25943,lstm_standard,2412.432653,17.964472
M40019,lstm_standard,1697.948040,26.908982
M31002,lstm_standard,1147.790965,25.944020
M27478,lstm_standard,345.107287,11.574397
M36609,lstm_standard,46.488302,3.320064
M10677,lstm_standard,1648.998799,10.584116
M12734,lstm_standard,23.762554,1.841374
M25835,lstm_standard,548.568982,7.975091
M1423,lstm_standard,46.749232,1.791031
M14274,lstm_standard,1068.829750,14.508443
M36159,lstm_standard,2652.990463,49.081600
M30895,lstm_standard,610.658253,8.325747
M34094,lstm_standard,1414.519082,45.301639
M30170,lstm_standard,111.987129,2.870532
M21061,lstm_standard,125.207295,6.558841
M2864,lstm_standard,1052.322295,8.219485
M47962,lstm_standard,189.872518,4.294720
M20089,lstm_standard,174.365591,8.521866
M15704,lstm_standard,425.298892,19.120564
M2800,lstm_standard,350.071910,10.137580
M17556,lstm_standard,437.837545,36.789683
M3169,lstm_standard,615.618395,4.992566
M8649,lstm_standard,631.340865,25.690142
M27326,lstm_standard,11.334300,0.721849
M31121,lstm_standard,257.399720,17.688469
M2433,lstm_standard,485.529953,8.821886
M41134,lstm_standard,907.646431,15.372458
M31081,lstm_standard,653.409108,17.681348
M7194,lstm_standard,972.294426,19.549580
M21216,lstm_standard,217.976951,8.339022
M6651,lstm_standard,1159.764120,14.929380
M8298,lstm_standard,1530.973935,51.224635
M24871,lstm_standard,141.514892,1.753459
M12267,lstm_standard,161.128870,1.574432
M21362,lstm_standard,165.851028,9.253960
M27551,lstm_standard,35.231977,3.174992
M5764,lstm_standard,127.974778,1.488512
M25201,lstm_standard,144.001581,2.438586
M29756,lstm_standard,791.800641,8.516048
M26654,lstm_standard,456.855893,23.940053
M38360,lstm_standard,159.832932,3.362952
M33017,lstm_standard,2536.328960,39.871616
M12430,lstm_standard,245.928069,7.608216
M33772,lstm_standard,794.920535,6.915442
M6341,lstm_standard,261.384265,4.820393
M16502,lstm_standard,483.815290,11.212321
M32262,lstm_standard,3787.843468,51.896789
M45792,lstm_standard,298.958269,26.692217
M30603,lstm_standard,670.392468,7.038323
M5081,lstm_standard,110.511807,2.802856
M12529,lstm_standard,104.024904,2.705159
M2580,lstm_standard,518.381148,7.969067
M46344,lstm_standard,652.992712,12.332189
M31613,lstm_standard,162.665412,3.398887
M17610,lstm_standard,938.316377,28.264793
M39483,lstm_standard,24.721533,0.544937
M17963,lstm_standard,1371.008151,34.798053
M30283,lstm_standard,193.694000,8.968968
M12470,lstm_standard,74.222199,3.075844
M40800,lstm_standard,80.725454,5.361827
M13578,lstm_standard,553.831355,18.008686
M38839,lstm_standard,510.722460,5.142717
M7375,lstm_standard,270.080776,5.758572
M29388,lstm_standard,710.915164,11.438029
M41495,lstm_standard,396.317812,15.450264
M4505,lstm_standard,1020.768347,14.374671
M24565,lstm_standard,478.243358,8.804835
M43082,lstm_standard,135.236897,5.674634
M41390,lstm_standard,465.477224,7.007302
M15005,lstm_standard,667.401039,9.013479
M8593,lstm_standard,821.540858,14.004545
M5755,lstm_standard,488.763982,13.237191
M16818,lstm_standard,493.702363,6.245219
M15385,lstm_standard,80.207727,5.140787
M45346,lstm_standard,557.601404,8.931405
M8046,lstm_standard,243.258312,26.571881
M23315,lstm_standard,63.806035,2.071002
M43146,lstm_standard,200.367761,4.865521
M38204,lstm_standard,102.430012,1.690102
M29604,lstm_standard,70.773278,5.771200
M23277,lstm_standard,35.164447,0.589679
M3752,lstm_standard,56.774914,0.965052
M33252,lstm_standard,864.629022,88.059517
M5693,lstm_standard,360.521117,8.500768
M7639,lstm_standard,391.799297,31.986890
M6537,lstm_standard,72.607462,6.464841
M33657,lstm_standard,731.405050,17.669013
M21547,lstm_standard,229.700807,8.624682
M34119,lstm_standard,862.236917,42.772236
M23557,lstm_standard,1597.283433,18.944408
M1571,lstm_standard,124.703107,6.331986
M33216,lstm_standard,979.672020,47.339093
M8421,lstm_standard,521.300933,35.900539
M31802,lstm_standard,768.726249,59.442355
M19304,lstm_standard,1358.042661,36.284781
M851,lstm_standard,133.795596,7.017599
M34969,lstm_standard,261.743455,27.655153
M38555,lstm_standard,100.165868,2.440186
M10784,lstm_standard,324.893000,6.340096
M21591,lstm_standard,85.524351,6.928042
M5730,lstm_standard,490.544076,8.893013
M13864,lstm_standard,174.831063,2.425590
M26397,lstm_standard,39.438499,1.786921
M18895,lstm_standard,581.838277,14.435844
M28850,lstm_standard,1616.231581,15.843871
M148,lstm_standard,1181.992476,6.802869
M24450,lstm_standard,95.962996,1.594546
M43809,lstm_standard,1613.737114,27.492588
M42467,lstm_standard,531.698100,10.965156
M41589,lstm_standard,161.783602,9.153345
M35175,lstm_standard,1266.682293,17.935802
M42924,lstm_standard,883.697854,29.671885
M28580,lstm_standard,190.510128,1.983198
M17173,lstm_standard,795.860560,57.494653
M40532,lstm_standard,285.326853,3.542265
M42995,lstm_standard,330.519348,20.450754
M9956,lstm_standard,241.155604,9.519227
M24345,lstm_standard,1657.964617,11.727871
M42537,lstm_standard,3437.635528,44.924508
M30261,lstm_standard,182.786529,9.555079
M8327,lstm_standard,442.835662,17.870398
M18938,lstm_standard,451.014274,41.464975
M44608,lstm_standard,100.965331,4.090655
M28207,lstm_standard,252.914740,2.559873
M19855,lstm_standard,276.786810,13.008155
M22634,lstm_standard,45.496035,1.487712
M13180,lstm_standard,43.216689,1.673420
M17657,lstm_standard,171.915041,16.486838
M38014,lstm_standard,41.950853,3.424737
M33096,lstm_standard,160.650941,22.342325
M17667,lstm_standard,1050.230605,22.342659
M38440,lstm_standard,342.487624,4.947975
M30234,lstm_standard,359.260067,16.944949
M23410,lstm_standard,342.199029,5.685778
M20756,lstm_standard,371.902293,42.311924
M47916,lstm_standard,267.260452,31.940243
M22869,lstm_standard,156.824778,6.093555
M4304,lstm_standard,743.192759,8.982583
M41137,lstm_standard,1202.666125,20.444454
M885,lstm_standard,229.265207,3.551979
M18554,lstm_standard,1893.432305,24.879486
M34114,lstm_standard,287.122072,19.607747
M36326,lstm_standard,1167.868374,21.491630
M22513,lstm_standard,46.731098,1.924328
M11087,lstm_standard,15.084403,0.850408
M38166,lstm_standard,439.813233,5.042558
M36711,lstm_standard,1515.423130,13.973549
M9619,lstm_standard,281.960065,40.308001
M27889,lstm_standard,301.752691,13.858400
M2609,lstm_standard,124.590833,15.174886
M8226,lstm_standard,998.386806,26.192110
M29564,lstm_standard,73.490143,4.436254
M33114,lstm_standard,649.324512,10.704479
M45890,lstm_standard,170.628613,10.577388
M12028,lstm_standard,142.475273,5.083168
M14578,lstm_standard,838.002464,16.163188
M18393,lstm_standard,1924.671502,24.729479
M18394,lstm_standard,963.647278,20.262965
M32570,lstm_standard,187.654593,2.609167
M40879,lstm_standard,243.016125,6.696560
M19822,lstm_standard,1345.796338,44.411652
M24670,lstm_standard,296.945430,11.610393
M36244,lstm_standard,417.029494,10.220493
M2442,lstm_standard,105.374155,5.661118
M12404,lstm_standard,78.821814,2.934627
M12754,lstm_standard,140.481552,5.597681
M29510,lstm_standard,192.920643,5.547876
M19100,lstm_standard,1018.788742,34.753306
