series_id,model,mae,smape
M8046,auto_ets,298.888889,31.537672
M23315,naive,46.594444,1.506682
M23315,seasonal_naive,50.950000,1.649237
M23315,auto_theta,69.792981,2.269321
M23315,auto_ets,74.301630,2.417893
M43146,naive,178.257833,4.318817
M43146,seasonal_naive,575.983278,13.895118
M43146,auto_theta,198.135311,4.798335
M43146,auto_ets,194.842358,4.687262
M38204,naive,86.666667,1.427430
M38204,seasonal_naive,42.777778,0.716443
M38204,auto_theta,60.861608,1.000142
M38204,auto_ets,76.971445,1.252698
M29604,naive,29.611111,2.364722
M29604,seasonal_naive,66.611111,5.432915
M29604,auto_theta,50.493245,4.088944
M29604,auto_ets,32.249287,2.599185
